X,Y,Z
0.003963037393987179,0.002367609180510044,0.2770000100135803
0.003963037393987179,0.0031196828155467906,0.2770000100135803
0.0031701988667588344,0.002244542553936216,0.2770000100135803
0.0032112077460624278,0.0031196828155467906,0.2770000100135803
0.004279161978047341,0.0021497199777513742,0.27800002694129944
0.00443007075227797,0.0031309453770518303,0.27800002694129944
0.0030608418552825847,0.0011642911995295435,0.2770000100135803
0.004128253203816712,0.001168494505691342,0.27800002694129944
0.005184614875664313,0.0022251988605906567,0.27800002694129944
0.005184614875664313,0.0031309453770518303,0.27800002694129944
0.0021586465494086346,0.0022171944146975875,0.2770000100135803
0.00443007075227797,0.003885734244249761,0.27800002694129944
0.00220160824911935,0.0030337315651455094,0.2770000100135803
0.005084009013242192,0.0012188137560668918,0.27800002694129944
0.0032112077460624278,0.004172585846390575,0.2770000100135803
