X,Y,Z
0.012894812971353531,0.024990320205688477,0.30000001192092896
0.011832243762910366,0.024990320205688477,0.30000001192092896
0.012894812971353531,0.023927750065922737,0.30000001192092896
0.01395738311111927,0.024990320205688477,0.30000001192092896
0.012894812971353531,0.026052892208099365,0.30000001192092896
0.011832243762910366,0.023927750065922737,0.30000001192092896
0.01395738311111927,0.023927750065922737,0.30000001192092896
0.011832243762910366,0.026052892208099365,0.30000001192092896
0.01395738311111927,0.026052892208099365,0.30000001192092896
0.012894812971353531,0.02321937307715416,0.30000001192092896
0.011832243762910366,0.02321937307715416,0.30000001192092896
0.01395738311111927,0.02321937307715416,0.30000001192092896
0.011832243762910366,0.02676127292215824,0.30000001192092896
0.010769674554467201,0.024990320205688477,0.30000001192092896
0.012894812971353531,0.027115460485219955,0.30000001192092896
0.01383932027965784,0.0269973985850811,0.30000001192092896
0.014969887211918831,0.02526003122329712,0.2990000247955322
0.014969887211918831,0.024554012343287468,0.2990000247955322
0.010769674554467201,0.023927750065922737,0.30000001192092896
0.010769674554467201,0.026052892208099365,0.30000001192092896
0.01501995325088501,0.023927750065922737,0.30000001192092896
0.014969887211918831,0.02596605010330677,0.2990000247955322
0.010769674554467201,0.02321937307715416,0.30000001192092896
0.01501995325088501,0.02321937307715416,0.30000001192092896
0.011792803183197975,0.027378086000680923,0.2990000247955322
0.012894812971353531,0.02215680107474327,0.30000001192092896
0.01426386833190918,0.027378086000680923,0.2990000247955322
0.015675906091928482,0.02526003122329712,0.2990000247955322
0.011832243762910366,0.02215680107474327,0.30000001192092896
0.01395738311111927,0.02215680107474327,0.30000001192092896
0.015675906091928482,0.024201001971960068,0.2990000247955322
0.014969887211918831,0.027025077491998672,0.2990000247955322
0.015675906091928482,0.02596605010330677,0.2990000247955322
0.010733775794506073,0.027025077491998672,0.2990000247955322
0.009707104414701462,0.024990320205688477,0.30000001192092896
0.012894812971353531,0.028178030624985695,0.30000001192092896
0.010027756914496422,0.02596605010330677,0.2990000247955322
0.012186434119939804,0.028178030624985695,0.30000001192092896
0.009707104414701462,0.023927750065922737,0.30000001192092896
0.01395738311111927,0.028178030624985695,0.30000001192092896
0.015675906091928482,0.023141976445913315,0.2990000247955322
0.010769674554467201,0.02215680107474327,0.30000001192092896
0.01501995325088501,0.02215680107474327,0.30000001192092896
0.01143979374319315,0.028084104880690575,0.2990000247955322
0.015675906091928482,0.027025077491998672,0.2990000247955322
0.009707104414701462,0.02321937307715416,0.30000001192092896
0.010027756914496422,0.027025077491998672,0.2990000247955322
0.014969887211918831,0.028084104880690575,0.2990000247955322
0.012894812971353531,0.02109423093497753,0.30000001192092896
0.010733775794506073,0.028084104880690575,0.2990000247955322
0.016734933480620384,0.02526003122329712,0.2990000247955322
0.011832243762910366,0.02109423093497753,0.30000001192092896
0.01395738311111927,0.02109423093497753,0.30000001192092896
0.016734933480620384,0.024201001971960068,0.2990000247955322
0.016734933480620384,0.02596605010330677,0.2990000247955322
0.015675906091928482,0.022082947194576263,0.2990000247955322
0.008968728594481945,0.02596605010330677,0.2990000247955322
0.012894812971353531,0.029240600764751434,0.30000001192092896
0.009707104414701462,0.02215680107474327,0.30000001192092896
0.008644534274935722,0.024636130779981613,0.30000001192092896
0.015675906091928482,0.028084104880690575,0.2990000247955322
0.012186434119939804,0.029240600764751434,0.30000001192092896
0.010027756914496422,0.028084104880690575,0.2990000247955322
0.016734933480620384,0.023141976445913315,0.2990000247955322
0.008644534274935722,0.023927750065922737,0.30000001192092896
0.01395738311111927,0.029240600764751434,0.30000001192092896
0.00861571915447712,0.02526003122329712,0.2990000247955322
0.010769674554467201,0.02109423093497753,0.30000001192092896
0.01501995325088501,0.02109423093497753,0.30000001192092896
0.014969887211918831,0.028790123760700226,0.2990000247955322
0.016734933480620384,0.027025077491998672,0.2990000247955322
0.01143979374319315,0.029143132269382477,0.2990000247955322
0.008968728594481945,0.027025077491998672,0.2990000247955322
0.008644534274935722,0.02321937307715416,0.30000001192092896
0.010733775794506073,0.029143132269382477,0.2990000247955322
0.016734933480620384,0.022082947194576263,0.2990000247955322
0.015675906091928482,0.021023917943239212,0.2990000247955322
0.012894812971353531,0.02003166452050209,0.30000001192092896
0.007936154492199421,0.024636130779981613,0.30000001192092896
0.017793960869312286,0.02526003122329712,0.2990000247955322
0.016734933480620384,0.028084104880690575,0.2990000247955322
0.009707104414701462,0.02109423093497753,0.30000001192092896
0.017793960869312286,0.024201001971960068,0.2990000247955322
0.011832243762910366,0.02003166452050209,0.30000001192092896
0.01395738311111927,0.02003166452050209,0.30000001192092896
0.007936154492199421,0.023927750065922737,0.30000001192092896
0.01501995325088501,0.029594792053103447,0.30000001192092896
0.007909701205790043,0.02526003122329712,0.2990000247955322
0.017793960869312286,0.02596605010330677,0.2990000247955322
0.015675906091928482,0.029143132269382477,0.2990000247955322
0.008968728594481945,0.028084104880690575,0.2990000247955322
0.008644534274935722,0.02215680107474327,0.30000001192092896
0.010027756914496422,0.029143132269382477,0.2990000247955322
0.007909701205790043,0.02596605010330677,0.2990000247955322
0.007936154492199421,0.02321937307715416,0.30000001192092896
0.012894812971353531,0.030303169041872025,0.30000001192092896
0.017793960869312286,0.023141976445913315,0.2990000247955322
0.007909701205790043,0.02667206898331642,0.2990000247955322
0.012186434119939804,0.030303169041872025,0.30000001192092896
0.010769674554467201,0.02003166452050209,0.30000001192092896
